Video,extraversion,openness,conscientiousness,agreeableness,neuroticism,interview
J4GQm9j0JZ0.003.mp4,0.523364485981309,0.488888888888889,0.601941747572815,0.626373626373626,0.552083333333333,0.504672897196262
zEyRyTnIw5I.005.mp4,0.345794392523364,0.366666666666667,0.58252427184466,0.472527472527472,0.375,0.457943925233645
nskJh7v6v1U.004.mp4,0.252336448598131,0.511111111111111,0.485436893203883,0.406593406593407,0.291666666666667,0.373831775700935
6wHQsN5g2RM.000.mp4,0.457943925233645,0.377777777777778,0.398058252427184,0.505494505494506,0.489583333333333,0.457943925233645
dQOeQYWIgm8.000.mp4,0.607476635514019,0.622222222222222,0.621359223300971,0.406593406593407,0.489583333333333,0.570093457943925
eHcRre1YsNA.000.mp4,0.196261682242991,0.566666666666667,0.262135922330097,0.351648351648352,0.302083333333333,0.214953271028037
vZpneJlniAE.005.mp4,0.420560747663551,0.633333333333333,0.466019417475728,0.571428571428571,0.635416666666667,0.532710280373832
oANKg9_grdA.004.mp4,0.429906542056075,0.588888888888889,0.58252427184466,0.626373626373626,0.583333333333333,0.551401869158878
VuadgOz6T7s.000.mp4,0.224299065420561,0.233333333333333,0.145631067961165,0.153846153846154,0.135416666666667,0.14018691588785
7nhJXn9PI0I.001.mp4,0.177570093457944,0.355555555555556,0.41747572815534,0.186813186813187,0.197916666666667,0.224299065420561
tEQEKN07KgQ.001.mp4,0.205607476635514,0.455555555555556,0.368932038834951,0.538461538461538,0.302083333333333,0.411214953271028
I5x9T9ftW18.005.mp4,0.663551401869159,0.622222222222222,0.660194174757282,0.703296703296703,0.697916666666667,0.710280373831776
dh6iOU2RtTA.003.mp4,0.607476635514019,0.7,0.699029126213592,0.571428571428571,0.666666666666667,0.635514018691589
gsleSGEZHAs.004.mp4,0.373831775700935,0.633333333333333,0.640776699029126,0.604395604395604,0.583333333333333,0.644859813084112
vhugKRUnd-c.001.mp4,0.411214953271028,0.544444444444444,0.572815533980582,0.604395604395604,0.479166666666667,0.485981308411215
kn6I8LdQFN0.004.mp4,0.186915887850467,0.322222222222222,0.184466019417476,0.175824175824176,0.135416666666667,0.158878504672897
M5_x5J-H2I0.003.mp4,0.467289719626168,0.655555555555556,0.45631067961165,0.406593406593407,0.4375,0.355140186915888
w_ExyXsnw2A.000.mp4,0.429906542056075,0.566666666666667,0.650485436893204,0.538461538461538,0.354166666666667,0.504672897196262
DnTtbAR_Qyw.004.mp4,0.654205607476636,0.644444444444444,0.621359223300971,0.571428571428571,0.541666666666667,0.588785046728972
rIHcq2E67Nc.005.mp4,0.635514018691589,0.677777777777778,0.475728155339806,0.461538461538462,0.697916666666667,0.485981308411215
De4i7-FX9Og.004.mp4,0.663551401869159,0.711111111111111,0.611650485436893,0.802197802197802,0.65625,0.719626168224299
cA43Gfcg0QA.000.mp4,0.158878504672897,0.333333333333333,0.310679611650485,0.186813186813187,0.239583333333333,0.214953271028037
pZxqWp0e-Ik.000.mp4,0.242990654205607,0.433333333333333,0.398058252427184,0.505494505494506,0.208333333333333,0.271028037383178
D3AomvNhR1k.003.mp4,0.495327102803738,0.677777777777778,0.398058252427184,0.56043956043956,0.65625,0.504672897196262
Fi1ILrwQpSY.003.mp4,0.467289719626168,0.6,0.407766990291262,0.571428571428571,0.572916666666667,0.570093457943925
Xfmu-7JuDGg.002.mp4,0.271028037383178,0.466666666666667,0.601941747572815,0.571428571428571,0.5,0.542056074766355
YzNbGMNr3z0.001.mp4,0.626168224299066,0.8,0.514563106796116,0.615384615384615,0.6875,0.588785046728972
aFVFvJNnFt0.000.mp4,0.280373831775701,0.8,0.407766990291262,0.593406593406593,0.614583333333333,0.467289719626168
cgT-3CHBmKs.000.mp4,0.242990654205607,0.277777777777778,0.223300970873786,0.296703296703297,0.1875,0.224299065420561
P_wDFLJnW-o.004.mp4,0.271028037383178,0.366666666666667,0.368932038834951,0.45054945054945,0.427083333333333,0.299065420560748
t0_DAgeU4nM.002.mp4,0.429906542056075,0.522222222222222,0.475728155339806,0.604395604395604,0.583333333333333,0.514018691588785
TTuysItuSdo.004.mp4,0.429906542056075,0.4,0.223300970873786,0.461538461538462,0.28125,0.383177570093458
nUbhRInpVbA.004.mp4,0.383177570093458,0.511111111111111,0.514563106796116,0.472527472527472,0.416666666666667,0.467289719626168
kL-CeaXG9jM.004.mp4,0.392523364485981,0.522222222222222,0.504854368932039,0.637362637362637,0.46875,0.607476635514019
Znixev2a1AI.000.mp4,0.429906542056075,0.6,0.611650485436893,0.395604395604396,0.5,0.560747663551402
zNHM8iNyTO4.005.mp4,0.420560747663551,0.444444444444444,0.679611650485437,0.637362637362637,0.604166666666667,0.588785046728972
zFVjcb45pjI.002.mp4,0.299065420560748,0.444444444444444,0.388349514563107,0.32967032967033,0.375,0.280373831775701
0n2vWTs6XwA.001.mp4,0.289719626168224,0.344444444444444,0.427184466019417,0.417582417582418,0.364583333333333,0.271028037383178
FoWuHvikyqU.004.mp4,0.542056074766355,0.611111111111111,0.398058252427184,0.384615384615385,0.53125,0.495327102803738
6CRet5sD6xI.003.mp4,0.196261682242991,0.277777777777778,0.262135922330097,0.274725274725275,0.208333333333333,0.214953271028037
7s3itKIXww0.002.mp4,0.401869158878505,0.377777777777778,0.359223300970874,0.373626373626374,0.40625,0.355140186915888
X7S71Som15M.002.mp4,0.457943925233645,0.533333333333333,0.388349514563107,0.505494505494506,0.614583333333333,0.504672897196262
RbX4q4KceVk.004.mp4,0.457943925233645,0.633333333333333,0.495145631067961,0.593406593406593,0.5,0.532710280373832
ySEeioc339E.004.mp4,0.476635514018692,0.5,0.427184466019417,0.505494505494506,0.447916666666667,0.495327102803738
54TGLGvIm_8.003.mp4,0.644859813084112,0.7,0.669902912621359,0.571428571428571,0.6875,0.616822429906542
cLaZxEf1nE4.001.mp4,0.439252336448598,0.577777777777778,0.495145631067961,0.505494505494506,0.552083333333333,0.476635514018692
On2c_8sU8Vw.002.mp4,0.532710280373832,0.622222222222222,0.572815533980582,0.428571428571429,0.604166666666667,0.467289719626168
rqfvIjzegpI.000.mp4,0.841121495327103,0.7,0.854368932038835,0.692307692307692,0.791666666666667,0.869158878504673
kDJigDGDJTo.003.mp4,0.523364485981309,0.533333333333333,0.514563106796116,0.692307692307692,0.520833333333333,0.532710280373832
1hpZ2ecWqtI.002.mp4,0.570093457943925,0.555555555555556,0.466019417475728,0.472527472527472,0.458333333333333,0.420560747663551
9yZEb6bdxNY.000.mp4,0.710280373831776,0.777777777777778,0.786407766990291,0.681318681318681,0.770833333333333,0.803738317757009
f0LnGz5Z6kA.002.mp4,0.598130841121495,0.688888888888889,0.504854368932039,0.384615384615385,0.614583333333333,0.514018691588785
ASDpn9yOYAo.002.mp4,0.523364485981309,0.533333333333333,0.427184466019417,0.582417582417582,0.489583333333333,0.448598130841121
--Ymqszjv54.001.mp4,0.551401869158879,0.744444444444444,0.650485436893204,0.527472527472527,0.5,0.588785046728972
Q43qO4HC6mA.000.mp4,0.448598130841121,0.511111111111111,0.41747572815534,0.461538461538462,0.5,0.420560747663551
HH03EXo0TB0.004.mp4,0.467289719626168,0.566666666666667,0.41747572815534,0.692307692307692,0.614583333333333,0.616822429906542
8PXQ_5tUv74.001.mp4,0.514018691588785,0.622222222222222,0.563106796116505,0.571428571428571,0.59375,0.560747663551402
eFzN_frNW8g.002.mp4,0.476635514018692,0.6,0.669902912621359,0.626373626373626,0.53125,0.542056074766355
nR0h3WFbPfA.004.mp4,0.551401869158879,0.633333333333333,0.475728155339806,0.659340659340659,0.53125,0.570093457943925
p6UMx8dwHZQ.000.mp4,0.439252336448598,0.511111111111111,0.349514563106796,0.56043956043956,0.427083333333333,0.401869158878505
jq1dLOVUQJA.000.mp4,0.766355140186916,0.877777777777778,0.679611650485437,0.714285714285714,0.677083333333333,0.719626168224299
w989xx44UQI.003.mp4,0.616822429906542,0.777777777777778,0.699029126213592,0.626373626373626,0.65625,0.588785046728972
6TkMavTyimI.005.mp4,0.392523364485981,0.444444444444444,0.689320388349515,0.692307692307692,0.5625,0.635514018691589
0hWbtuRVUgM.001.mp4,0.542056074766355,0.711111111111111,0.601941747572815,0.747252747252747,0.614583333333333,0.663551401869159
ax8wm9K41og.000.mp4,0.439252336448598,0.666666666666667,0.504854368932039,0.516483516483517,0.395833333333333,0.467289719626168
eXtskPoi58A.000.mp4,0.663551401869159,0.711111111111111,0.660194174757282,0.758241758241758,0.75,0.691588785046729
7wsksuXYoMY.001.mp4,0.626168224299066,0.5,0.368932038834951,0.615384615384615,0.666666666666667,0.570093457943925
